seed,boost,degrade,regime,n_meta,rcls_t,rupt_t,crit_t,max_tens,max_rp,min_sep,min_elast,fatigue
92,0.25,0.030,3,9,17,-1,-1,0.0547,4.9890,0.2022,-0.00714,0.0779
93,0.25,0.030,3,29,35,-1,-1,0.0078,4.6688,0.2236,0.00000,0.0408
94,0.25,0.030,3,33,46,-1,-1,0.0134,4.7496,0.2206,0.00000,0.0598
95,0.25,0.030,2,18,38,142,134,0.7948,12.0363,0.1064,-0.01833,1.9020
96,0.25,0.030,3,30,40,-1,-1,0.0131,4.7577,0.2235,-0.00025,0.0570
97,0.25,0.030,3,35,30,-1,-1,0.0090,4.7281,0.2242,0.00000,0.0627
98,0.25,0.030,2,2,30,76,71,0.7683,12.1888,0.1107,-0.01733,1.7975
99,0.25,0.030,2,10,31,99,94,0.6910,11.7969,0.1192,-0.01956,1.4576
100,0.25,0.030,2,19,35,136,131,0.7032,11.7975,0.1179,-0.01824,1.5309
1,0.30,0.030,2,7,38,137,120,0.9459,12.1197,0.0908,-0.01427,3.3388
2,0.30,0.030,3,26,41,-1,-1,0.0098,4.7159,0.2213,0.00000,0.0536
3,0.30,0.030,1,1,-1,64,58,0.7110,11.8518,0.1182,-0.03054,1.5867
4,0.30,0.030,3,27,41,-1,-1,0.0088,4.7128,0.2246,0.00000,0.0479
5,0.30,0.030,3,27,38,-1,-1,0.0094,4.6932,0.2249,0.00000,0.0493
6,0.30,0.030,3,31,40,-1,-1,0.0110,4.7215,0.2240,0.00000,0.0680
7,0.30,0.030,3,22,8,-1,-1,0.6056,8.7831,0.1330,-0.01482,1.2842
8,0.30,0.030,3,29,42,-1,-1,0.0075,4.6994,0.2239,0.00000,0.0441
9,0.30,0.030,2,4,33,92,88,0.7606,12.0239,0.1114,-0.01698,1.7475
10,0.30,0.030,2,2,33,95,76,0.8779,12.1825,0.0980,-0.01511,2.4669
11,0.30,0.030,3,16,48,-1,-1,0.5958,8.3856,0.1367,-0.00997,1.3088
12,0.30,0.030,3,31,41,-1,-1,0.0124,4.8145,0.2246,0.00000,0.0671
13,0.30,0.030,3,23,48,-1,-1,0.0073,4.6638,0.2284,0.00000,0.0412
14,0.30,0.030,1,1,-1,70,64,0.7916,11.9978,0.1084,-0.01821,2.0362
15,0.30,0.030,3,24,46,-1,-1,0.0064,4.6563,0.2264,0.00000,0.0320
16,0.30,0.030,1,1,-1,63,58,0.6764,11.5842,0.1241,-0.03730,1.4796
17,0.30,0.030,2,2,31,75,69,0.7521,11.9618,0.1125,-0.01788,1.7069
18,0.30,0.030,3,21,45,-1,-1,0.0083,4.7625,0.2284,0.00000,0.0383
19,0.30,0.030,3,19,46,-1,-1,0.0058,4.6492,0.2286,0.00000,0.0277
20,0.30,0.030,3,19,49,-1,-1,0.0079,4.7074,0.2202,0.00000,0.0375
21,0.30,0.030,2,5,36,97,91,0.7699,12.2787,0.1097,-0.01736,1.7729
22,0.30,0.030,3,31,41,-1,-1,0.0109,4.7149,0.2260,0.00000,0.0532
23,0.30,0.030,3,26,47,-1,-1,0.0077,4.7199,0.2264,0.00000,0.0326
24,0.30,0.030,3,21,37,-1,-1,0.0058,4.6670,0.2257,0.00000,0.0297
25,0.30,0.030,2,15,39,158,150,0.8085,12.2911,0.1055,-0.01506,2.0328
26,0.30,0.030,3,36,37,-1,-1,0.0142,4.7165,0.2221,0.00000,0.0674
27,0.30,0.030,3,23,46,-1,-1,0.0085,4.6917,0.2253,0.00000,0.0383
28,0.30,0.030,2,4,6,93,90,0.7518,11.5590,0.1143,-0.01485,1.8418
29,0.30,0.030,3,27,39,-1,-1,0.0089,4.6804,0.2253,0.00000,0.0417
30,0.30,0.030,3,29,34,-1,-1,0.0096,4.7311,0.2239,0.00000,0.0535
31,0.30,0.030,2,4,33,86,80,0.7678,12.0329,0.1101,-0.01771,1.7617
32,0.30,0.030,3,21,38,-1,-1,0.0095,4.7753,0.2272,0.00000,0.0411
33,0.30,0.030,3,20,50,-1,-1,0.0049,4.6335,0.2297,0.00000,0.0267
34,0.30,0.030,3,21,45,-1,-1,0.0085,4.7950,0.2279,0.00000,0.0433
35,0.30,0.030,3,22,46,-1,-1,0.0099,4.7339,0.2262,0.00000,0.0424
36,0.30,0.030,3,16,49,-1,-1,0.0074,4.7647,0.2289,0.00000,0.0326
37,0.30,0.030,3,29,43,-1,-1,0.0105,4.7164,0.2252,0.00000,0.0554
38,0.30,0.030,3,23,47,-1,-1,0.0071,4.7022,0.2297,0.00000,0.0362
39,0.30,0.030,2,16,43,159,141,0.9009,11.9231,0.0943,-0.01894,2.5658
40,0.30,0.030,2,3,30,80,75,0.8017,12.1854,0.1065,-0.01695,1.9508
41,0.30,0.030,3,32,5,-1,-1,0.4252,8.0208,0.1566,-0.01599,0.7733
42,0.30,0.030,2,8,38,102,96,0.7648,12.2483,0.1103,-0.01988,1.7700
43,0.30,0.030,3,20,57,-1,-1,0.0069,4.6654,0.2237,-0.00050,0.0310
44,0.30,0.030,3,19,47,-1,-1,0.0089,4.7424,0.2304,0.00000,0.0401
45,0.30,0.030,2,8,42,123,116,0.8232,12.1341,0.1045,-0.01564,2.1185
46,0.30,0.030,3,6,30,-1,-1,0.0459,4.9860,0.2188,-0.00568,0.0541
47,0.30,0.030,3,25,49,-1,-1,0.0109,4.7305,0.2240,0.00000,0.0525
48,0.30,0.030,3,22,37,-1,-1,0.0066,4.6557,0.2248,0.00000,0.0307
49,0.30,0.030,2,22,39,186,179,0.8231,12.2598,0.1039,-0.01595,2.1262
50,0.30,0.030,3,29,46,-1,-1,0.0103,4.7015,0.2263,0.00000,0.0579
51,0.30,0.030,3,27,45,-1,-1,0.0095,4.7315,0.2240,0.00000,0.0467
52,0.30,0.030,2,6,26,84,78,0.6974,12.1902,0.1184,-0.01914,1.4798
53,0.30,0.030,1,1,-1,82,76,0.7856,11.2679,0.1090,-0.00957,1.9186
54,0.30,0.030,2,9,41,138,126,0.8930,12.1723,0.0960,-0.01526,2.5919
55,0.30,0.030,3,30,43,-1,-1,0.0090,4.7457,0.2223,0.00000,0.0453
56,0.30,0.030,2,18,46,176,168,0.8093,12.0940,0.1052,-0.01603,1.9995
57,0.30,0.030,3,27,34,-1,-1,0.0145,4.7290,0.2221,-0.00016,0.0549
58,0.30,0.030,2,17,36,183,171,0.9061,12.0142,0.0945,-0.01492,2.7143
59,0.30,0.030,3,22,53,-1,-1,0.0067,4.7560,0.2291,0.00000,0.0433
60,0.30,0.030,3,23,39,-1,-1,0.0053,4.6475,0.2275,0.00000,0.0367
61,0.30,0.030,3,27,47,-1,-1,0.2850,6.5332,0.1779,-0.01307,0.4542
62,0.30,0.030,3,23,49,-1,-1,0.0061,4.6579,0.2282,0.00000,0.0375
63,0.30,0.030,3,32,41,-1,-1,0.0113,4.7275,0.2215,-0.00038,0.0577
64,0.30,0.030,3,19,42,-1,-1,0.6600,7.8374,0.1302,-0.01171,2.1292
65,0.30,0.030,3,21,47,-1,-1,0.0045,4.6141,0.2258,0.00000,0.0220
66,0.30,0.030,2,8,34,99,93,0.7174,12.2711,0.1157,-0.02015,1.5632
67,0.30,0.030,2,15,36,145,140,0.6980,11.9595,0.1187,-0.01538,1.4813
68,0.30,0.030,1,1,-1,156,114,0.9761,12.2790,0.0884,-0.01004,5.2543
69,0.30,0.030,3,18,46,-1,196,0.8270,11.8555,0.1044,-0.01832,2.2016
70,0.30,0.030,1,1,-1,64,60,0.6228,11.9441,0.1307,-0.03467,1.2933
71,0.30,0.030,3,19,47,-1,-1,0.0102,4.7733,0.2281,0.00000,0.0443
72,0.30,0.030,2,12,42,178,159,0.9337,12.2919,0.0921,-0.01386,3.1422
73,0.30,0.030,3,27,7,-1,-1,0.0170,4.9117,0.2139,-0.00511,0.0675
74,0.30,0.030,3,21,7,-1,-1,0.0261,4.8028,0.2123,-0.00368,0.0573
75,0.30,0.030,2,4,37,101,94,0.8441,12.0518,0.1019,-0.01574,2.2303
76,0.30,0.030,1,1,-1,87,80,0.8379,11.7602,0.1033,-0.01346,2.2717
77,0.30,0.030,3,21,52,-1,-1,0.0085,4.7239,0.2286,0.00000,0.0404
78,0.30,0.030,3,35,30,-1,-1,0.0079,4.7054,0.2221,0.00000,0.0469
79,0.30,0.030,3,28,42,-1,-1,0.0088,4.7200,0.2227,0.00000,0.0479
80,0.30,0.030,3,22,43,-1,-1,0.0065,4.6657,0.2257,0.00000,0.0357
81,0.30,0.030,3,21,53,-1,-1,0.0070,4.6965,0.2294,0.00000,0.0379
82,0.30,0.030,3,25,4,-1,-1,0.0124,4.8296,0.2142,-0.00407,0.0502
83,0.30,0.030,3,25,48,-1,-1,0.0118,4.7967,0.2277,0.00000,0.0644
84,0.30,0.030,3,26,40,-1,-1,0.0064,4.6829,0.2232,0.00000,0.0374
85,0.30,0.030,1,1,-1,62,54,0.7226,11.9380,0.1165,-0.03366,1.6324
86,0.30,0.030,2,3,11,72,62,0.8413,12.0837,0.1013,-0.01515,2.2149
87,0.30,0.030,3,32,47,-1,-1,0.0084,4.7183,0.2240,0.00000,0.0573
88,0.30,0.030,3,20,45,-1,-1,0.0064,4.6747,0.2308,0.00000,0.0283
89,0.30,0.030,3,27,33,-1,-1,0.0105,4.7721,0.2208,0.00000,0.0444
90,0.30,0.030,3,30,39,-1,200,0.5291,10.0347,0.1413,-0.01846,1.0059
91,0.30,0.030,2,7,38,137,128,0.8791,12.1032,0.0986,-0.01171,2.6189
92,0.30,0.030,3,8,17,-1,-1,0.0536,4.9922,0.2022,-0.00719,0.0764
93,0.30,0.030,3,24,35,-1,-1,0.0090,4.7525,0.2242,0.00000,0.0559
94,0.30,0.030,3,28,46,-1,-1,0.0093,4.7693,0.2243,0.00000,0.0446
95,0.30,0.030,2,17,38,149,143,0.7662,12.1846,0.1106,-0.01687,1.7823
96,0.30,0.030,3,25,40,-1,-1,0.0120,4.7997,0.2240,0.00000,0.0421
97,0.30,0.030,3,29,30,-1,-1,0.0075,4.6603,0.2252,0.00000,0.0397
98,0.30,0.030,2,2,30,77,72,0.7656,12.1167,0.1110,-0.01690,1.7820
99,0.30,0.030,2,24,31,155,150,0.7311,11.8786,0.1149,-0.01908,1.6630
100,0.30,0.030,2,27,35,179,174,0.7081,11.6016,0.1175,-0.01794,1.5563
1,0.35,0.030,2,6,38,137,120,0.9423,12.0699,0.0912,-0.01416,3.3011
2,0.35,0.030,3,23,41,-1,-1,0.0101,4.7680,0.2213,0.00000,0.0421
3,0.35,0.030,1,1,-1,63,57,0.7298,12.3090,0.1156,-0.03350,1.6662
4,0.35,0.030,3,23,41,-1,-1,0.0075,4.6874,0.2258,0.00000,0.0467
5,0.35,0.030,3,23,38,-1,-1,0.0085,4.7375,0.2255,0.00000,0.0442
6,0.35,0.030,3,27,40,-1,-1,0.0118,4.7320,0.2273,0.00000,0.0642
7,0.35,0.030,3,20,8,-1,-1,0.5477,8.2336,0.1409,-0.01355,1.1000
8,0.35,0.030,3,25,42,-1,-1,0.0060,4.6960,0.2250,0.00000,0.0335
9,0.35,0.030,2,17,33,171,163,0.8312,12.1440,0.1021,-0.01582,2.0882
10,0.35,0.030,2,2,33,96,77,0.8723,12.1848,0.0987,-0.01460,2.4272
11,0.35,0.030,3,14,48,-1,-1,0.6054,8.4551,0.1355,-0.01012,1.3438
12,0.35,0.030,3,27,41,-1,-1,0.0096,4.7282,0.2258,0.00000,0.0454
13,0.35,0.030,3,20,48,-1,-1,0.0081,4.6999,0.2307,0.00000,0.0347
14,0.35,0.030,1,1,-1,70,65,0.7857,11.8911,0.1092,-0.01866,2.0164
15,0.35,0.030,3,20,46,-1,-1,0.0078,4.6813,0.2280,0.00000,0.0367
16,0.35,0.030,1,1,-1,61,55,0.6560,12.1894,0.1273,-0.04029,1.4242
17,0.35,0.030,2,4,31,84,78,0.7392,11.3503,0.1144,-0.01590,1.6612
18,0.35,0.030,3,19,45,-1,-1,0.0058,4.6457,0.2296,0.00000,0.0308
19,0.35,0.030,3,17,46,-1,-1,0.0053,4.6564,0.2288,0.00000,0.0257
20,0.35,0.030,3,16,49,-1,-1,0.0076,4.7160,0.2202,0.00000,0.0339
21,0.35,0.030,2,12,36,130,125,0.7235,11.9428,0.1152,-0.01782,1.5793
22,0.35,0.030,3,27,41,-1,-1,0.0097,4.7059,0.2254,0.00000,0.0495
23,0.35,0.030,3,23,47,-1,-1,0.0069,4.6859,0.2263,0.00000,0.0359
24,0.35,0.030,3,18,37,-1,-1,0.0045,4.6490,0.2282,0.00000,0.0269
25,0.35,0.030,2,11,39,149,142,0.8044,12.0469,0.1068,-0.01651,2.0574
26,0.35,0.030,3,31,37,-1,-1,0.0091,4.7190,0.2231,0.00000,0.0532
27,0.35,0.030,3,20,46,-1,-1,0.0076,4.7000,0.2245,0.00000,0.0326
28,0.35,0.030,2,5,6,100,93,0.7431,11.3549,0.1144,-0.01357,1.7374
29,0.35,0.030,3,24,39,-1,-1,0.0079,4.7196,0.2255,0.00000,0.0404
30,0.35,0.030,3,26,34,-1,-1,0.0074,4.6852,0.2243,0.00000,0.0426
31,0.35,0.030,2,4,33,88,82,0.7760,12.0939,0.1090,-0.01752,1.7958
32,0.35,0.030,3,18,38,-1,-1,0.0056,4.6754,0.2290,0.00000,0.0324
33,0.35,0.030,3,18,50,-1,-1,0.0053,4.6689,0.2315,0.00000,0.0277
34,0.35,0.030,3,18,45,-1,-1,0.0050,4.6452,0.2295,0.00000,0.0296
35,0.35,0.030,3,19,46,-1,-1,0.0072,4.6987,0.2284,0.00000,0.0311
36,0.35,0.030,3,14,49,-1,-1,0.0078,4.8072,0.2317,0.00000,0.0267
37,0.35,0.030,3,25,43,-1,-1,0.0105,4.8117,0.2270,0.00000,0.0584
38,0.35,0.030,3,20,47,-1,-1,0.0071,4.7116,0.2310,0.00000,0.0450
39,0.35,0.030,2,15,43,172,151,0.9612,12.3105,0.0881,-0.01741,3.2061
40,0.35,0.030,2,3,30,82,76,0.8069,12.2215,0.1058,-0.01640,1.9773
41,0.35,0.030,3,28,5,-1,-1,0.4013,7.7812,0.1601,-0.01510,0.7206
42,0.35,0.030,2,7,38,102,96,0.7566,12.1006,0.1114,-0.01970,1.7372
43,0.35,0.030,3,18,57,-1,-1,0.0081,4.6962,0.2234,0.00000,0.0447
44,0.35,0.030,3,16,47,-1,-1,0.0058,4.6830,0.2304,0.00000,0.0258
45,0.35,0.030,2,9,42,129,123,0.7878,12.3238,0.1084,-0.01417,1.8979
46,0.35,0.030,3,5,30,-1,-1,0.0359,4.9293,0.2204,-0.00471,0.0423
47,0.35,0.030,3,22,49,-1,-1,0.0095,4.7377,0.2267,0.00000,0.0392
48,0.35,0.030,3,19,37,-1,-1,0.0079,4.7061,0.2239,0.00000,0.0290
49,0.35,0.030,2,21,39,194,187,0.7913,11.8902,0.1076,-0.01455,1.9160
50,0.35,0.030,3,25,46,-1,-1,0.0089,4.7038,0.2275,0.00000,0.0411
51,0.35,0.030,3,23,45,-1,-1,0.0105,4.7050,0.2251,0.00000,0.0553
52,0.35,0.030,2,6,26,91,80,0.8056,12.3155,0.1045,-0.01906,1.9233
53,0.35,0.030,1,1,-1,82,77,0.7810,11.2054,0.1096,-0.00952,1.9051
54,0.35,0.030,3,25,41,-1,-1,0.0211,4.7968,0.2187,-0.00287,0.0527
55,0.35,0.030,3,26,43,-1,-1,0.0072,4.6764,0.2232,0.00000,0.0422
56,0.35,0.030,2,16,46,176,170,0.7731,11.5027,0.1101,-0.01537,1.8231
57,0.35,0.030,3,23,34,-1,-1,0.0101,4.7174,0.2244,0.00000,0.0469
58,0.35,0.030,2,15,36,183,171,0.9027,11.9616,0.0949,-0.01485,2.6852
59,0.35,0.030,3,19,53,-1,-1,0.0086,4.7560,0.2308,0.00000,0.0479
60,0.35,0.030,3,20,39,-1,-1,0.0078,4.7238,0.2289,0.00000,0.0391
61,0.35,0.030,3,28,47,-1,-1,0.0100,4.7147,0.2237,-0.00001,0.0501
62,0.35,0.030,3,20,49,-1,-1,0.0080,4.7332,0.2303,0.00000,0.0443
63,0.35,0.030,3,28,41,-1,-1,0.0113,4.6690,0.2219,-0.00035,0.0493
64,0.35,0.030,3,17,42,-1,-1,0.6572,7.8374,0.1306,-0.01113,2.0367
65,0.35,0.030,3,18,47,-1,-1,0.0060,4.6786,0.2249,0.00000,0.0318
66,0.35,0.030,2,7,34,99,93,0.7147,12.2177,0.1161,-0.02010,1.5505
67,0.35,0.030,2,14,36,148,143,0.7039,12.2274,0.1175,-0.01484,1.4976
68,0.35,0.030,1,1,-1,156,114,0.9743,12.2547,0.0886,-0.00989,5.1884
69,0.35,0.030,3,24,46,-1,-1,0.0076,4.6952,0.2227,0.00000,0.0467
70,0.35,0.030,1,1,-1,62,59,0.6001,11.3338,0.1343,-0.03804,1.2363
71,0.35,0.030,3,17,47,-1,-1,0.0087,4.8195,0.2313,0.00000,0.0344
72,0.35,0.030,2,14,42,192,177,0.9060,11.6588,0.0959,-0.01308,3.0041
73,0.35,0.030,3,24,7,-1,-1,0.0192,4.9432,0.2137,-0.00550,0.0734
74,0.35,0.030,3,19,7,-1,-1,0.0290,4.8297,0.2118,-0.00418,0.0498
75,0.35,0.030,2,12,37,144,137,0.8534,12.3092,0.1006,-0.01326,2.2992
76,0.35,0.030,1,1,-1,88,80,0.8447,12.2765,0.1022,-0.01336,2.2999
77,0.35,0.030,3,18,52,-1,-1,0.0061,4.6964,0.2306,0.00000,0.0321
78,0.35,0.030,3,30,30,-1,-1,0.0107,4.7894,0.2233,0.00000,0.0569
79,0.35,0.030,3,24,42,-1,-1,0.0087,4.6873,0.2261,0.00000,0.0437
80,0.35,0.030,3,19,43,-1,-1,0.0062,4.7095,0.2264,0.00000,0.0275
81,0.35,0.030,3,18,53,-1,-1,0.0064,4.7002,0.2295,0.00000,0.0297
82,0.35,0.030,3,22,4,-1,-1,0.0138,4.8594,0.2141,-0.00445,0.0484
83,0.35,0.030,3,22,48,-1,-1,0.0095,4.7245,0.2294,0.00000,0.0551
84,0.35,0.030,3,23,40,-1,-1,0.0098,4.7161,0.2237,0.00000,0.0415
85,0.35,0.030,1,1,-1,58,52,0.6505,12.1867,0.1268,-0.03627,1.3887
86,0.35,0.030,2,3,11,72,64,0.8172,11.6596,0.1046,-0.01466,2.1024
87,0.35,0.030,3,28,47,-1,-1,0.0111,4.7815,0.2254,0.00000,0.0600
88,0.35,0.030,3,17,45,-1,-1,0.0062,4.7209,0.2325,0.00000,0.0295
89,0.35,0.030,3,24,33,-1,-1,0.0114,4.7926,0.2208,0.00000,0.0512
90,0.35,0.030,3,32,39,-1,-1,0.0121,4.7120,0.2229,-0.00010,0.0564
91,0.35,0.030,3,21,38,-1,-1,0.0218,4.7502,0.2200,-0.00216,0.0563
92,0.35,0.030,3,7,16,-1,-1,0.0529,4.9956,0.2021,-0.00725,0.0721
93,0.35,0.030,3,21,35,-1,-1,0.0080,4.6888,0.2257,0.00000,0.0418
94,0.35,0.030,3,25,46,-1,-1,0.0108,4.7469,0.2248,0.00000,0.0475
95,0.35,0.030,2,15,38,150,144,0.7726,12.1681,0.1097,-0.01668,1.7998
96,0.35,0.030,3,22,40,-1,-1,0.0076,4.6891,0.2286,0.00000,0.0484
97,0.35,0.030,3,26,30,-1,-1,0.0093,4.7292,0.2236,0.00000,0.0451
98,0.35,0.030,2,2,30,78,73,0.7637,12.0886,0.1112,-0.01652,1.7713
99,0.35,0.030,2,21,31,157,151,0.7539,12.2852,0.1118,-0.01871,1.7573
100,0.35,0.030,2,23,35,178,172,0.7206,11.7782,0.1157,-0.01874,1.5976
1,0.40,0.030,2,7,38,142,130,0.9116,12.2761,0.0946,-0.01188,2.9235
2,0.40,0.030,3,20,41,-1,-1,0.0081,4.7336,0.2213,0.00000,0.0384
3,0.40,0.030,1,1,-1,61,55,0.7182,12.1714,0.1172,-0.03680,1.6323
4,0.40,0.030,3,21,41,-1,-1,0.0089,4.7816,0.2278,0.00000,0.0501
5,0.40,0.030,3,21,38,-1,-1,0.0064,4.6737,0.2270,0.00000,0.0385
6,0.40,0.030,3,24,40,-1,-1,0.0110,4.7439,0.2266,0.00000,0.0551
7,0.40,0.030,3,18,8,-1,-1,0.5247,8.0301,0.1441,-0.01298,1.0308
8,0.40,0.030,3,22,42,-1,-1,0.0068,4.6926,0.2249,0.00000,0.0410
9,0.40,0.030,3,22,33,-1,-1,0.6349,8.4275,0.1310,-0.01208,1.4569
10,0.40,0.030,2,9,33,132,121,0.8678,12.3343,0.0985,-0.01348,2.3390
11,0.40,0.030,3,12,48,-1,-1,0.6097,8.4864,0.1349,-0.01009,1.3602
12,0.40,0.030,3,24,41,-1,-1,0.0106,4.7302,0.2259,0.00000,0.0537
13,0.40,0.030,3,18,48,-1,-1,0.0065,4.7031,0.2307,0.00000,0.0339
14,0.40,0.030,1,1,-1,70,65,0.7799,11.7866,0.1100,-0.01912,1.9975
15,0.40,0.030,3,18,46,-1,-1,0.0061,4.6742,0.2297,0.00000,0.0300
16,0.40,0.030,1,1,-1,59,53,0.6253,11.9191,0.1323,-0.04325,1.3412
17,0.40,0.030,2,4,31,89,82,0.8084,12.1052,0.1051,-0.01575,1.9584
18,0.40,0.030,3,17,45,-1,-1,0.0063,4.6957,0.2306,0.00000,0.0357
19,0.40,0.030,3,15,46,-1,-1,0.0065,4.7221,0.2308,0.00000,0.0298
20,0.40,0.030,3,15,49,-1,-1,0.0054,4.6889,0.2202,0.00000,0.0261
21,0.40,0.030,2,11,36,131,126,0.7116,12.0235,0.1168,-0.01718,1.5296
22,0.40,0.030,3,23,41,-1,-1,0.0107,4.7808,0.2250,0.00000,0.0441
23,0.40,0.030,3,20,47,-1,-1,0.0068,4.7091,0.2278,0.00000,0.0286
24,0.40,0.030,3,17,37,-1,-1,0.0046,4.6204,0.2301,0.00000,0.0262
25,0.40,0.030,2,12,39,160,153,0.7942,11.6931,0.1075,-0.01422,1.9548
26,0.40,0.030,3,28,37,-1,-1,0.0085,4.6922,0.2231,0.00000,0.0513
27,0.40,0.030,3,18,46,-1,-1,0.0056,4.6769,0.2271,0.00000,0.0240
28,0.40,0.030,2,5,7,101,98,0.7197,11.8991,0.1172,-0.01297,1.6282
29,0.40,0.030,3,21,39,-1,-1,0.0072,4.7474,0.2283,0.00000,0.0347
30,0.40,0.030,3,23,34,-1,-1,0.0080,4.7009,0.2266,0.00000,0.0421
31,0.40,0.030,2,4,33,89,82,0.7627,11.7698,0.1109,-0.01687,1.7365
32,0.40,0.030,3,16,38,-1,-1,0.0036,4.6203,0.2291,0.00000,0.0235
33,0.40,0.030,3,16,50,-1,-1,0.0050,4.6669,0.2330,0.00000,0.0278
34,0.40,0.030,3,16,45,-1,-1,0.0079,4.6956,0.2298,0.00000,0.0340
35,0.40,0.030,3,17,46,-1,-1,0.0062,4.7104,0.2296,0.00000,0.0352
36,0.40,0.030,3,13,49,-1,-1,0.0057,4.6785,0.2340,0.00000,0.0205
37,0.40,0.030,3,22,43,-1,-1,0.0090,4.7621,0.2308,0.00000,0.0436
38,0.40,0.030,3,18,47,-1,-1,0.0063,4.6822,0.2332,0.00000,0.0384
39,0.40,0.030,2,14,43,175,154,0.9411,12.0888,0.0909,-0.01627,3.0978
40,0.40,0.030,2,4,30,88,82,0.7883,11.7580,0.1083,-0.01610,1.8923
41,0.40,0.030,3,25,5,-1,-1,0.3921,7.6946,0.1614,-0.01484,0.6935
42,0.40,0.030,2,7,38,108,99,0.8082,11.9892,0.1049,-0.01855,1.9683
43,0.40,0.030,3,16,57,-1,-1,0.0084,4.7346,0.2243,0.00000,0.0354
44,0.40,0.030,3,15,47,-1,-1,0.0060,4.6939,0.2316,0.00000,0.0295
45,0.40,0.030,2,7,42,126,121,0.8040,12.1396,0.1067,-0.01476,1.9944
46,0.40,0.030,3,5,30,-1,-1,0.0205,4.8047,0.2239,-0.00389,0.0246
47,0.40,0.030,3,20,49,-1,-1,0.0094,4.7398,0.2265,0.00000,0.0380
48,0.40,0.030,3,17,37,-1,-1,0.0082,4.7188,0.2246,0.00000,0.0357
49,0.40,0.030,2,19,39,196,188,0.7899,12.0439,0.1076,-0.01421,1.8935
50,0.40,0.030,3,22,46,-1,-1,0.0075,4.7470,0.2265,0.00000,0.0328
51,0.40,0.030,3,21,45,-1,-1,0.0083,4.6836,0.2268,0.00000,0.0384
52,0.40,0.030,2,6,26,92,83,0.7653,11.7703,0.1101,-0.01796,1.7496
53,0.40,0.030,1,1,-1,82,77,0.7764,11.1437,0.1102,-0.00968,1.8932
54,0.40,0.030,3,23,41,-1,-1,0.0155,4.7384,0.2208,-0.00302,0.0413
55,0.40,0.030,3,24,43,-1,-1,0.0089,4.6913,0.2258,0.00000,0.0401
56,0.40,0.030,2,14,46,176,168,0.7877,11.7352,0.1081,-0.01561,1.8905
57,0.40,0.030,3,21,34,-1,-1,0.0088,4.7838,0.2269,0.00000,0.0456
58,0.40,0.030,2,15,36,189,183,0.8430,12.2141,0.1021,-0.01348,2.2759
59,0.40,0.030,3,17,53,-1,-1,0.0065,4.7560,0.2333,0.00000,0.0348
60,0.40,0.030,3,18,39,-1,-1,0.0063,4.7167,0.2308,0.00000,0.0344
61,0.40,0.030,3,25,47,-1,-1,0.0076,4.6839,0.2248,-0.00008,0.0376
62,0.40,0.030,3,17,49,-1,-1,0.0090,4.7829,0.2311,0.00000,0.0401
63,0.40,0.030,3,25,41,-1,-1,0.0090,4.7351,0.2228,0.00000,0.0471
64,0.40,0.030,3,20,42,-1,-1,0.6292,7.8372,0.1325,-0.01110,1.4370
65,0.40,0.030,3,16,47,-1,-1,0.0041,4.6527,0.2264,0.00000,0.0222
66,0.40,0.030,2,6,34,98,92,0.7131,12.3123,0.1163,-0.02026,1.5430
67,0.40,0.030,2,12,36,147,143,0.7010,12.2689,0.1180,-0.01479,1.4914
68,0.40,0.030,1,1,-1,156,114,0.9726,12.2305,0.0888,-0.00975,5.1242
69,0.40,0.030,3,22,46,-1,-1,0.0133,4.7951,0.2231,0.00000,0.0496
70,0.40,0.030,1,1,-1,61,56,0.6106,12.2899,0.1328,-0.04139,1.2864
71,0.40,0.030,3,15,47,-1,-1,0.0048,4.6507,0.2326,0.00000,0.0243
72,0.40,0.030,2,13,42,193,178,0.8978,12.1082,0.0968,-0.01251,2.9274
73,0.40,0.030,3,21,7,-1,-1,0.0218,4.9752,0.2134,-0.00589,0.0739
74,0.40,0.030,3,17,7,-1,-1,0.0320,4.8570,0.2114,-0.00470,0.0665
75,0.40,0.030,2,11,37,145,137,0.8438,12.0552,0.1018,-0.01292,2.2410
76,0.40,0.030,1,1,-1,88,82,0.8342,12.1261,0.1036,-0.01319,2.2370
77,0.40,0.030,3,16,52,-1,-1,0.0077,4.6970,0.2305,0.00000,0.0298
78,0.40,0.030,3,27,30,-1,-1,0.0077,4.6849,0.2241,0.00000,0.0457
79,0.40,0.030,3,22,42,-1,-1,0.0074,4.6918,0.2279,0.00000,0.0341
80,0.40,0.030,3,17,43,-1,-1,0.0073,4.7486,0.2277,0.00000,0.0231
81,0.40,0.030,3,16,53,-1,-1,0.0058,4.6871,0.2314,0.00000,0.0287
82,0.40,0.030,3,19,4,-1,-1,0.0152,4.8897,0.2140,-0.00483,0.0458
83,0.40,0.030,3,19,48,-1,-1,0.0077,4.6879,0.2313,0.00000,0.0431
84,0.40,0.030,3,20,40,-1,-1,0.0058,4.6420,0.2243,0.00000,0.0278
85,0.40,0.030,1,1,-1,55,50,0.5844,11.8933,0.1370,-0.03886,1.1958
86,0.40,0.030,2,2,11,69,60,0.8172,12.2718,0.1042,-0.01491,2.0826
87,0.40,0.030,3,25,47,-1,-1,0.0109,4.7602,0.2253,0.00000,0.0589
88,0.40,0.030,3,16,45,-1,-1,0.0075,4.7177,0.2349,0.00000,0.0419
