seed,boost,degrade,regime,n_meta,rcls_t,rupt_t,crit_t,max_tens,max_rp,min_sep,min_elast,fatigue
1,0.00,0.010,0,1,-1,-1,-1,0.7158,8.8163,0.1219,-0.00731,2.0110
2,0.00,0.010,0,1,-1,-1,-1,0.7259,9.0475,0.1201,-0.00950,1.9395
3,0.00,0.010,0,1,-1,-1,-1,0.7543,8.9298,0.1172,-0.01001,2.3037
4,0.00,0.010,0,1,-1,-1,-1,0.7369,8.9987,0.1188,-0.00871,2.0614
5,0.00,0.010,0,1,-1,-1,-1,0.5939,7.9848,0.1377,-0.00770,1.3884
6,0.00,0.010,0,1,-1,-1,193,0.8707,11.0902,0.1005,-0.01014,2.7954
7,0.00,0.010,3,2,10,-1,-1,0.7664,9.1506,0.1151,-0.00831,2.2878
8,0.00,0.010,0,1,-1,-1,-1,0.5522,7.4403,0.1431,-0.00824,1.1584
9,0.00,0.010,0,1,-1,-1,-1,0.5296,7.0656,0.1470,-0.00814,1.1685
10,0.00,0.010,0,1,-1,-1,-1,0.7822,9.4715,0.1126,-0.00817,2.2851
11,0.00,0.010,0,1,-1,-1,-1,0.4357,6.6478,0.1596,-0.00726,0.8551
12,0.00,0.010,0,1,-1,-1,-1,0.7342,9.5662,0.1188,-0.00874,1.9996
13,0.00,0.010,0,1,-1,-1,-1,0.6326,8.1023,0.1325,-0.00879,1.5303
14,0.00,0.010,0,1,-1,-1,195,0.8697,10.4633,0.1021,-0.01397,3.8753
15,0.00,0.010,0,1,-1,-1,-1,0.5746,7.6059,0.1406,-0.00839,1.3033
16,0.00,0.010,0,1,-1,-1,186,0.9270,11.8005,0.0932,-0.00922,3.2457
17,0.00,0.010,0,1,-1,-1,-1,0.8053,9.4780,0.1102,-0.00834,2.6669
18,0.00,0.010,0,1,-1,-1,-1,0.5942,7.6014,0.1382,-0.00868,1.4112
19,0.00,0.010,0,1,-1,-1,-1,0.5018,7.0920,0.1502,-0.00697,1.0059
20,0.00,0.010,0,1,-1,-1,-1,0.6134,7.9461,0.1354,-0.00791,1.5021
21,0.00,0.010,0,1,-1,-1,-1,0.6116,7.7948,0.1359,-0.00650,1.6109
22,0.00,0.010,0,1,-1,-1,-1,0.7030,8.8848,0.1232,-0.00837,1.8613
23,0.00,0.010,0,1,-1,-1,-1,0.7609,9.4328,0.1153,-0.00924,2.1948
24,0.00,0.010,0,1,-1,-1,-1,0.5555,7.4110,0.1428,-0.00829,1.1771
25,0.00,0.010,0,1,-1,-1,-1,0.7101,8.5484,0.1229,-0.00775,1.9904
26,0.00,0.010,0,1,-1,-1,189,0.9002,11.1871,0.0972,-0.00959,3.1901
27,0.00,0.010,0,1,-1,-1,-1,0.5951,7.6076,0.1381,-0.00711,1.4189
28,0.00,0.010,3,2,5,-1,-1,0.7586,8.9842,0.1169,-0.00870,2.3960
29,0.00,0.010,0,1,-1,-1,-1,0.7023,8.7166,0.1233,-0.00858,1.8251
30,0.00,0.010,0,1,-1,-1,195,0.8456,10.1552,0.1044,-0.00903,2.7374
31,0.00,0.010,0,1,-1,-1,-1,0.6672,8.2266,0.1290,-0.00729,1.8376
32,0.00,0.010,0,1,-1,-1,-1,0.5863,7.6424,0.1389,-0.00754,1.3431
33,0.00,0.010,0,1,-1,-1,-1,0.4689,6.8254,0.1547,-0.00756,0.9146
34,0.00,0.010,0,1,-1,-1,-1,0.4844,7.1060,0.1521,-0.00722,0.9293
35,0.00,0.010,0,1,-1,-1,-1,0.6248,8.3691,0.1331,-0.00811,1.4548
36,0.00,0.010,0,1,-1,-1,-1,0.3863,6.4654,0.1656,-0.00741,0.6625
37,0.00,0.010,0,1,-1,-1,-1,0.7184,8.8687,0.1209,-0.00948,1.8664
38,0.00,0.010,0,1,-1,-1,-1,0.5368,7.3807,0.1451,-0.00894,1.1053
39,0.00,0.010,0,1,-1,-1,-1,0.6726,8.4118,0.1278,-0.00854,1.8813
40,0.00,0.010,3,2,124,-1,-1,0.6668,8.4019,0.1284,-0.00901,1.7127
41,0.00,0.010,3,2,11,-1,195,0.8456,10.5219,0.1042,-0.00813,2.7894
42,0.00,0.010,0,1,-1,-1,200,0.8346,10.0667,0.1065,-0.00750,2.9733
43,0.00,0.010,0,1,-1,-1,-1,0.4294,6.5681,0.1605,-0.00656,0.8167
44,0.00,0.010,0,1,-1,-1,-1,0.5179,7.1938,0.1481,-0.00796,1.0906
45,0.00,0.010,0,1,-1,-1,-1,0.7093,8.7128,0.1229,-0.00918,1.9916
46,0.00,0.010,0,1,-1,-1,-1,0.7710,9.5590,0.1139,-0.00953,2.1991
47,0.00,0.010,0,1,-1,-1,-1,0.6728,8.3354,0.1278,-0.00963,1.7990
48,0.00,0.010,0,1,-1,-1,-1,0.5204,6.9922,0.1485,-0.00656,1.1701
49,0.00,0.010,0,1,-1,-1,-1,0.7401,9.1069,0.1186,-0.00740,2.1809
50,0.00,0.010,0,1,-1,-1,-1,0.7907,9.5233,0.1114,-0.01051,2.2804
51,0.00,0.010,0,1,-1,-1,-1,0.6115,7.7966,0.1357,-0.00800,1.4683
52,0.00,0.010,0,1,-1,-1,194,0.8721,10.7716,0.1013,-0.00698,3.2734
53,0.00,0.010,3,2,28,-1,-1,0.6701,8.0761,0.1290,-0.00598,2.2259
54,0.00,0.010,0,1,-1,-1,-1,0.6744,8.4860,0.1270,-0.00775,1.7237
55,0.00,0.010,3,2,109,-1,-1,0.6998,8.6024,0.1242,-0.00774,1.9761
56,0.00,0.010,0,1,-1,-1,-1,0.7374,9.0670,0.1187,-0.00869,2.0734
57,0.00,0.010,3,2,123,-1,-1,0.5612,7.3252,0.1424,-0.00731,1.2411
58,0.00,0.010,0,1,-1,-1,-1,0.6564,8.5301,0.1291,-0.00820,1.6386
59,0.00,0.010,0,1,-1,-1,-1,0.5553,7.5285,0.1428,-0.00852,1.1810
60,0.00,0.010,0,1,-1,-1,-1,0.6102,7.9925,0.1352,-0.00869,1.3902
61,0.00,0.010,0,1,-1,-1,-1,0.7309,8.9950,0.1196,-0.00903,2.0062
62,0.00,0.010,0,1,-1,-1,-1,0.7141,9.1548,0.1212,-0.00991,1.8326
63,0.00,0.010,0,1,-1,-1,-1,0.6009,8.0258,0.1367,-0.00811,1.4081
64,0.00,0.010,0,1,-1,-1,-1,0.4959,6.8009,0.1518,-0.00624,1.0879
65,0.00,0.010,0,1,-1,-1,-1,0.4081,6.4579,0.1630,-0.00678,0.7324
66,0.00,0.010,1,1,-1,198,180,0.9421,12.3208,0.0913,-0.00904,3.4096
67,0.00,0.010,0,1,-1,-1,-1,0.6473,8.0588,0.1317,-0.00988,1.7562
68,0.00,0.010,0,1,-1,-1,-1,0.4706,6.8340,0.1545,-0.00712,0.9355
69,0.00,0.010,0,1,-1,-1,-1,0.6856,8.4660,0.1262,-0.00975,1.8473
70,0.00,0.010,0,1,-1,-1,-1,0.6171,7.8496,0.1352,-0.00700,1.5490
71,0.00,0.010,0,1,-1,-1,-1,0.4771,6.9256,0.1531,-0.00834,0.9036
72,0.00,0.010,0,1,-1,-1,-1,0.6373,8.1129,0.1322,-0.00775,1.6233
73,0.00,0.010,3,2,7,-1,-1,0.6303,7.8485,0.1334,-0.00736,1.6035
74,0.00,0.010,3,2,8,-1,-1,0.5728,7.6015,0.1409,-0.00615,1.3476
75,0.00,0.010,3,2,100,-1,-1,0.7147,8.8822,0.1219,-0.00713,2.0312
76,0.00,0.010,0,1,-1,-1,198,0.8172,10.3022,0.1082,-0.00890,2.5996
77,0.00,0.010,0,1,-1,-1,-1,0.5651,7.6443,0.1412,-0.00925,1.2010
78,0.00,0.010,0,1,-1,-1,199,0.8100,10.2942,0.1091,-0.00907,2.5669
79,0.00,0.010,0,1,-1,-1,-1,0.6131,7.8371,0.1353,-0.00880,1.4326
80,0.00,0.010,0,1,-1,-1,-1,0.6940,8.4967,0.1251,-0.00910,1.9172
81,0.00,0.010,0,1,-1,-1,-1,0.5882,7.7256,0.1387,-0.00902,1.3477
82,0.00,0.010,3,2,4,-1,-1,0.6930,8.6089,0.1246,-0.00721,1.8549
83,0.00,0.010,0,1,-1,-1,-1,0.6792,8.5623,0.1263,-0.00985,1.7217
84,0.00,0.010,0,1,-1,-1,-1,0.5911,7.6662,0.1382,-0.00821,1.3642
85,0.00,0.010,3,2,111,-1,195,0.8542,10.6475,0.1031,-0.00984,2.7392
86,0.00,0.010,3,4,11,-1,-1,0.7352,8.9078,0.1198,-0.00582,2.4441
87,0.00,0.010,0,1,-1,-1,-1,0.8027,9.4868,0.1105,-0.01011,2.4871
88,0.00,0.010,0,1,-1,-1,-1,0.5957,7.6393,0.1379,-0.00895,1.3822
89,0.00,0.010,0,1,-1,-1,-1,0.6898,8.5206,0.1251,-0.00822,1.8053
90,0.00,0.010,0,1,-1,-1,193,0.8525,10.8865,0.1026,-0.01052,2.5816
91,0.00,0.010,0,1,-1,-1,-1,0.5584,7.4182,0.1427,-0.00809,1.2181
92,0.00,0.010,3,3,23,-1,189,0.8847,10.5075,0.0998,-0.00737,3.3842
93,0.00,0.010,0,1,-1,-1,-1,0.6704,8.3483,0.1282,-0.00814,1.8042
94,0.00,0.010,0,1,-1,-1,-1,0.5128,6.9782,0.1491,-0.00658,1.0874
95,0.00,0.010,0,1,-1,-1,-1,0.7478,9.2156,0.1177,-0.00837,2.2092
96,0.00,0.010,0,1,-1,-1,-1,0.7168,8.8849,0.1218,-0.00882,1.9855
97,0.00,0.010,0,1,-1,-1,-1,0.6832,8.4496,0.1261,-0.00834,1.7928
98,0.00,0.010,0,1,-1,-1,194,0.8782,10.7459,0.1004,-0.00799,3.2396
99,0.00,0.010,0,1,-1,-1,186,0.9245,11.3405,0.0940,-0.00912,3.4633
100,0.00,0.010,0,1,-1,-1,192,0.8678,10.4998,0.1016,-0.00951,2.9154
1,0.05,0.010,0,1,-1,-1,-1,0.6971,8.6464,0.1244,-0.00710,1.8933
2,0.05,0.010,3,23,125,-1,-1,0.0041,4.5897,0.2204,0.00000,0.0133
3,0.05,0.010,0,1,-1,-1,-1,0.8193,9.6571,0.1086,-0.01131,2.7553
4,0.05,0.010,3,25,117,-1,-1,0.0045,4.5786,0.2208,0.00000,0.0134
5,0.05,0.010,3,23,125,-1,-1,0.0036,4.5836,0.2201,-0.00018,0.0111
6,0.05,0.010,3,27,116,-1,-1,0.0044,4.6011,0.2204,0.00000,0.0166
7,0.05,0.010,3,3,10,-1,-1,0.7171,8.6598,0.1216,-0.00801,1.9829
8,0.05,0.010,3,20,135,-1,-1,0.0030,4.5873,0.2206,0.00000,0.0088
9,0.05,0.010,3,4,135,-1,-1,0.4019,6.3471,0.1639,-0.00744,0.7254
10,0.05,0.010,3,4,106,-1,-1,0.6972,8.5883,0.1238,-0.00810,1.7848
11,0.05,0.010,3,17,140,-1,-1,0.0044,4.6004,0.2211,0.00000,0.0096
12,0.05,0.010,3,7,118,-1,-1,0.5264,7.6788,0.1461,-0.00841,1.0486
13,0.05,0.010,3,10,130,-1,-1,0.3073,6.0966,0.1756,-0.00724,0.4534
14,0.05,0.010,0,1,-1,-1,196,0.8633,10.3760,0.1030,-0.01446,3.8262
15,0.05,0.010,3,7,133,-1,-1,0.3443,6.2452,0.1712,-0.00712,0.5531
16,0.05,0.010,1,1,-1,198,182,0.9570,12.3296,0.0890,-0.00979,3.4947
17,0.05,0.010,3,2,102,-1,-1,0.7622,9.0191,0.1159,-0.00784,2.3457
18,0.05,0.010,3,10,131,-1,-1,0.2865,5.8863,0.1791,-0.00655,0.4226
19,0.05,0.010,3,17,130,-1,-1,0.0030,4.5720,0.2207,0.00000,0.0064
20,0.05,0.010,3,12,124,-1,-1,0.2759,5.9066,0.1802,-0.00606,0.3906
21,0.05,0.010,3,8,104,-1,-1,0.4139,6.5377,0.1620,-0.00500,0.7260
22,0.05,0.010,3,9,118,-1,-1,0.4499,6.9366,0.1566,-0.00829,0.8241
23,0.05,0.010,0,1,-1,-1,-1,0.7340,9.1441,0.1189,-0.00881,2.0265
24,0.05,0.010,3,17,135,-1,-1,0.0443,4.8283,0.2134,-0.00301,0.0520
25,0.05,0.010,3,12,109,-1,-1,0.3759,6.2721,0.1672,-0.00702,0.6451
26,0.05,0.010,3,2,105,-1,196,0.8550,10.5380,0.1031,-0.00922,2.8118
27,0.05,0.010,3,6,118,-1,-1,0.4339,6.5881,0.1595,-0.00709,0.8070
28,0.05,0.010,3,3,6,-1,-1,0.7202,8.6047,0.1220,-0.00850,2.1401
29,0.05,0.010,3,26,120,-1,-1,0.0044,4.5817,0.2202,0.00000,0.0141
30,0.05,0.010,3,25,107,-1,-1,0.1213,5.1107,0.2021,-0.00488,0.1394
31,0.05,0.010,3,10,107,-1,-1,0.4710,6.8034,0.1550,-0.00660,0.9620
32,0.05,0.010,3,4,124,-1,-1,0.4562,6.7785,0.1561,-0.00758,0.8539
33,0.05,0.010,3,16,140,-1,-1,0.0032,4.5858,0.2208,0.00000,0.0082
34,0.05,0.010,3,17,135,-1,-1,0.0037,4.5750,0.2209,0.00000,0.0090
35,0.05,0.010,3,2,125,-1,-1,0.5620,7.8595,0.1414,-0.00767,1.1788
36,0.05,0.010,3,12,150,-1,-1,0.0032,4.5961,0.2211,0.00000,0.0084
37,0.05,0.010,3,12,126,-1,-1,0.3179,6.1043,0.1742,-0.00808,0.4851
38,0.05,0.010,3,17,142,-1,-1,0.0028,4.5704,0.2210,0.00000,0.0076
39,0.05,0.010,0,1,-1,-1,-1,0.6482,8.2013,0.1310,-0.00775,1.7385
40,0.05,0.010,3,23,123,-1,-1,0.0036,4.5892,0.2207,0.00000,0.0098
41,0.05,0.010,3,5,11,-1,-1,0.7578,9.4220,0.1157,-0.00804,2.1809
42,0.05,0.010,0,1,-1,-1,-1,0.8184,9.8657,0.1086,-0.00729,2.8357
43,0.05,0.010,0,1,-1,-1,-1,0.4015,6.4236,0.1642,-0.00607,0.7228
44,0.05,0.010,3,16,137,-1,-1,0.0028,4.5788,0.2211,0.00000,0.0090
45,0.05,0.010,3,7,120,-1,-1,0.5327,7.3305,0.1461,-0.00802,1.1435
46,0.05,0.010,3,3,121,-1,-1,0.6078,7.8934,0.1358,-0.00796,1.4044
47,0.05,0.010,3,9,125,-1,-1,0.3787,6.3647,0.1668,-0.00732,0.6600
48,0.05,0.010,3,19,122,-1,-1,0.0024,4.5813,0.2209,0.00000,0.0077
49,0.05,0.010,3,8,102,-1,-1,0.5529,7.5243,0.1432,-0.00741,1.2061
50,0.05,0.010,3,12,125,-1,-1,0.3913,6.4364,0.1644,-0.00864,0.6570
51,0.05,0.010,3,5,125,-1,-1,0.4721,6.8625,0.1541,-0.00758,0.9076
52,0.05,0.010,0,1,-1,-1,196,0.8565,10.5503,0.1033,-0.00685,3.1307
53,0.05,0.010,3,2,29,-1,-1,0.6505,7.9171,0.1316,-0.00646,2.1029
54,0.05,0.010,3,23,115,-1,-1,0.0025,4.5702,0.2209,0.00000,0.0081
55,0.05,0.010,3,2,108,-1,-1,0.6547,8.2134,0.1301,-0.00727,1.7139
56,0.05,0.010,3,4,117,-1,-1,0.6267,8.0626,0.1333,-0.00822,1.4827
57,0.05,0.010,3,14,123,-1,-1,0.1849,5.3868,0.1929,-0.00607,0.2352
58,0.05,0.010,3,3,122,-1,-1,0.5804,7.8896,0.1392,-0.00782,1.2859
59,0.05,0.010,3,18,137,-1,-1,0.0039,4.5864,0.2207,0.00000,0.0132
60,0.05,0.010,3,19,132,-1,-1,0.0049,4.6069,0.2204,0.00000,0.0133
61,0.05,0.010,3,4,123,-1,-1,0.6210,8.0046,0.1341,-0.00887,1.4428
62,0.05,0.010,3,16,130,-1,-1,0.1689,5.5375,0.1948,-0.00689,0.2141
63,0.05,0.010,3,4,128,-1,-1,0.4839,7.1885,0.1522,-0.00752,0.9379
64,0.05,0.010,3,2,122,-1,-1,0.4646,6.6419,0.1559,-0.00594,0.9456
65,0.05,0.010,3,15,142,-1,-1,0.0026,4.5787,0.2209,0.00000,0.0067
66,0.05,0.010,3,3,94,-1,189,0.9108,11.7114,0.0954,-0.00884,3.1160
67,0.05,0.010,3,3,126,-1,-1,0.5658,7.4517,0.1424,-0.00928,1.3611
68,0.05,0.010,3,18,136,-1,-1,0.0027,4.5669,0.2208,0.00000,0.0078
69,0.05,0.010,3,8,126,-1,-1,0.4676,6.8881,0.1550,-0.00838,0.9295
70,0.05,0.010,0,1,-1,-1,-1,0.6862,8.4597,0.1260,-0.00812,1.9114
71,0.05,0.010,3,15,145,-1,-1,0.0043,4.6040,0.2209,0.00000,0.0110
72,0.05,0.010,0,1,-1,-1,-1,0.6162,7.9452,0.1350,-0.00750,1.5114
73,0.05,0.010,3,3,7,-1,-1,0.5739,7.4339,0.1408,-0.00708,1.3300
74,0.05,0.010,3,23,9,-1,-1,0.0186,4.6839,0.2134,-0.00243,0.0312
75,0.05,0.010,3,3,100,-1,-1,0.6559,8.3400,0.1297,-0.00676,1.6862
76,0.05,0.010,3,12,107,-1,-1,0.5412,7.6191,0.1445,-0.00855,1.1386
77,0.05,0.010,3,18,141,-1,-1,0.0034,4.5860,0.2210,0.00000,0.0102
78,0.05,0.010,3,8,109,-1,-1,0.6060,8.1997,0.1358,-0.00849,1.4011
79,0.05,0.010,3,21,132,-1,-1,0.0032,4.5720,0.2209,0.00000,0.0102
80,0.05,0.010,3,4,121,-1,-1,0.5869,7.6445,0.1392,-0.00860,1.3791
81,0.05,0.010,3,6,136,-1,-1,0.3812,6.4488,0.1661,-0.00767,0.6403
82,0.05,0.010,3,20,5,-1,-1,0.1791,5.4310,0.1937,-0.00625,0.2367
83,0.05,0.010,3,22,132,-1,-1,0.0042,4.5972,0.2208,0.00000,0.0140
84,0.05,0.010,3,20,130,-1,-1,0.0102,4.6311,0.2192,-0.00118,0.0211
85,0.05,0.010,0,1,-1,-1,188,0.9162,11.6448,0.0949,-0.01049,3.2138
86,0.05,0.010,3,5,12,-1,-1,0.6884,8.4668,0.1259,-0.00563,2.1054
87,0.05,0.010,3,4,118,-1,-1,0.6878,8.3859,0.1255,-0.00943,1.7829
88,0.05,0.010,3,17,133,-1,-1,0.0029,4.5695,0.2209,0.00000,0.0068
89,0.05,0.010,3,11,118,-1,-1,0.3879,6.4290,0.1651,-0.00738,0.6542
90,0.05,0.010,3,5,121,-1,-1,0.7017,9.0412,0.1225,-0.00997,1.7132
91,0.05,0.010,3,19,133,-1,-1,0.0030,4.5657,0.2210,0.00000,0.0080
92,0.05,0.010,3,3,23,-1,-1,0.7410,8.6770,0.1191,-0.00643,2.3810
93,0.05,0.010,3,10,117,-1,-1,0.3735,6.3493,0.1675,-0.00675,0.6360
94,0.05,0.010,3,20,124,-1,-1,0.0044,4.5994,0.2206,-0.00020,0.0139
95,0.05,0.010,0,1,-1,-1,-1,0.7242,8.9769,0.1208,-0.00801,2.0554
96,0.05,0.010,3,3,118,-1,-1,0.6379,8.1737,0.1321,-0.00820,1.5582
97,0.05,0.010,3,6,120,-1,-1,0.5205,7.2086,0.1475,-0.00798,1.0718
98,0.05,0.010,3,3,89,-1,199,0.8288,10.0854,0.1069,-0.00768,2.8117
99,0.05,0.010,3,9,98,-1,-1,0.7318,8.8841,0.1194,-0.00871,2.0299
100,0.05,0.010,3,3,108,-1,-1,0.7942,9.5978,0.1113,-0.00916,2.3803
1,0.10,0.010,3,20,104,-1,-1,0.0046,4.6263,0.2205,-0.00049,0.0167
2,0.10,0.010,3,12,125,-1,-1,0.0023,4.5791,0.2213,0.00000,0.0078
3,0.10,0.010,0,1,-1,-1,192,0.8819,10.4714,0.1003,-0.01309,3.2610
4,0.10,0.010,3,13,117,-1,-1,0.0027,4.5882,0.2220,0.00000,0.0082
5,0.10,0.010,3,12,125,-1,-1,0.0017,4.5663,0.2226,0.00000,0.0063
6,0.10,0.010,3,14,116,-1,-1,0.0022,4.5827,0.2232,0.00000,0.0074
7,0.10,0.010,3,22,10,-1,-1,0.0374,4.8282,0.2087,-0.00522,0.0535
8,0.10,0.010,3,10,135,-1,-1,0.0021,4.5935,0.2229,0.00000,0.0065
9,0.10,0.010,3,10,135,-1,-1,0.0030,4.5882,0.2225,0.00000,0.0087
10,0.10,0.010,3,17,106,-1,-1,0.0647,4.8558,0.2105,-0.00364,0.0757
11,0.10,0.010,3,9,140,-1,-1,0.0017,4.5633,0.2226,0.00000,0.0043
12,0.10,0.010,3,14,118,-1,-1,0.0039,4.6042,0.2223,0.00000,0.0109
13,0.10,0.010,3,12,130,-1,-1,0.0013,4.5589,0.2228,0.00000,0.0040
14,0.10,0.010,0,1,-1,-1,197,0.8570,10.2905,0.1038,-0.01496,3.7791
15,0.10,0.010,3,11,133,-1,-1,0.0025,4.5878,0.2229,0.00000,0.0061
16,0.10,0.010,1,1,-1,188,174,0.9111,12.0669,0.0950,-0.01038,3.1152
17,0.10,0.010,3,19,102,-1,-1,0.0034,4.5884,0.2211,0.00000,0.0129
18,0.10,0.010,3,11,131,-1,-1,0.0024,4.5798,0.2225,0.00000,0.0062
19,0.10,0.010,3,9,130,-1,-1,0.0029,4.5958,0.2226,0.00000,0.0048
20,0.10,0.010,3,13,124,-1,-1,0.0022,4.5695,0.2202,0.00000,0.0079
21,0.10,0.010,3,12,104,-1,-1,0.0026,4.5818,0.2219,0.00000,0.0065
22,0.10,0.010,3,14,118,-1,-1,0.0026,4.5719,0.2225,0.00000,0.0076
23,0.10,0.010,3,15,119,-1,-1,0.0032,4.6096,0.2216,0.00000,0.0105
24,0.10,0.010,3,11,135,-1,-1,0.0022,4.5863,0.2222,0.00000,0.0064
25,0.10,0.010,3,14,109,-1,-1,0.0033,4.5832,0.2215,0.00000,0.0095
26,0.10,0.010,3,21,105,-1,-1,0.0026,4.5729,0.2213,0.00000,0.0084
27,0.10,0.010,3,12,118,-1,-1,0.0029,4.5945,0.2218,0.00000,0.0068
28,0.10,0.010,3,21,7,-1,-1,0.0097,4.6516,0.2172,-0.00218,0.0256
29,0.10,0.010,3,14,120,-1,-1,0.0021,4.5784,0.2222,0.00000,0.0069
30,0.10,0.010,3,16,107,-1,-1,0.0015,4.5623,0.2227,0.00000,0.0058
31,0.10,0.010,3,17,107,-1,-1,0.0461,4.7912,0.2133,-0.00178,0.0617
32,0.10,0.010,3,10,124,-1,-1,0.0016,4.5741,0.2231,0.00000,0.0039
33,0.10,0.010,3,8,140,-1,-1,0.0016,4.5666,0.2233,0.00000,0.0030
34,0.10,0.010,3,9,135,-1,-1,0.0021,4.5691,0.2230,0.00000,0.0054
35,0.10,0.010,3,11,125,-1,-1,0.0020,4.5776,0.2229,0.00000,0.0065
36,0.10,0.010,3,7,150,-1,-1,0.0020,4.5829,0.2229,0.00000,0.0053
37,0.10,0.010,3,13,126,-1,-1,0.0022,4.5740,0.2226,0.00000,0.0083
38,0.10,0.010,3,9,142,-1,-1,0.0023,4.5848,0.2233,0.00000,0.0053
39,0.10,0.010,3,14,115,-1,-1,0.0022,4.5743,0.2218,0.00000,0.0079
40,0.10,0.010,3,12,123,-1,-1,0.0024,4.5886,0.2223,0.00000,0.0086
41,0.10,0.010,3,18,12,-1,-1,0.1200,5.1505,0.2022,-0.00624,0.1873
42,0.10,0.010,0,1,-1,-1,-1,0.8022,9.6734,0.1107,-0.00711,2.7061
43,0.10,0.010,3,9,136,-1,-1,0.0025,4.5864,0.2219,0.00000,0.0068
44,0.10,0.010,3,8,137,-1,-1,0.0011,4.5538,0.2239,0.00000,0.0034
45,0.10,0.010,3,17,120,-1,-1,0.0037,4.6079,0.2207,0.00000,0.0106
46,0.10,0.010,3,10,121,-1,-1,0.0028,4.5838,0.2224,0.00000,0.0069
47,0.10,0.010,3,12,125,-1,-1,0.0028,4.5869,0.2223,0.00000,0.0077
48,0.10,0.010,3,10,122,-1,-1,0.0015,4.5605,0.2223,0.00000,0.0045
49,0.10,0.010,3,17,102,-1,-1,0.0020,4.5728,0.2216,0.00000,0.0072
50,0.10,0.010,3,13,125,-1,-1,0.0020,4.5725,0.2224,0.00000,0.0059
51,0.10,0.010,3,13,125,-1,-1,0.0029,4.5790,0.2215,0.00000,0.0085
52,0.10,0.010,3,3,77,-1,-1,0.7789,9.5663,0.1136,-0.00642,2.5070
53,0.10,0.010,3,2,29,-1,-1,0.6312,7.7661,0.1342,-0.00695,1.9843
54,0.10,0.010,3,12,115,-1,-1,0.0019,4.5667,0.2226,0.00000,0.0058
55,0.10,0.010,3,15,108,-1,-1,0.0020,4.5674,0.2219,0.00000,0.0062
56,0.10,0.010,3,14,117,-1,-1,0.0024,4.5802,0.2219,0.00000,0.0082
57,0.10,0.010,3,13,123,-1,-1,0.0020,4.5653,0.2216,0.00000,0.0061
58,0.10,0.010,3,15,122,-1,-1,0.0033,4.5898,0.2210,0.00000,0.0081
59,0.10,0.010,3,9,137,-1,-1,0.0019,4.5710,0.2235,0.00000,0.0059
60,0.10,0.010,3,10,132,-1,-1,0.0027,4.5938,0.2228,0.00000,0.0084
61,0.10,0.010,3,15,120,-1,-1,0.0026,4.5931,0.2221,0.00000,0.0083
62,0.10,0.010,3,13,130,-1,-1,0.0029,4.5822,0.2227,0.00000,0.0089
63,0.10,0.010,3,12,128,-1,-1,0.0024,4.5741,0.2223,0.00000,0.0087
64,0.10,0.010,3,14,122,-1,-1,0.0019,4.5606,0.2221,0.00000,0.0058
65,0.10,0.010,3,8,142,-1,-1,0.0011,4.5613,0.2233,0.00000,0.0033
66,0.10,0.010,3,20,94,-1,-1,0.1044,5.0969,0.2045,-0.00347,0.1213
67,0.10,0.010,3,14,126,-1,-1,0.0038,4.6048,0.2218,0.00000,0.0096
68,0.10,0.010,3,9,136,-1,-1,0.0018,4.5739,0.2221,0.00000,0.0051
69,0.10,0.010,3,15,126,-1,-1,0.0028,4.5711,0.2219,0.00000,0.0075
70,0.10,0.010,0,1,-1,-1,-1,0.7546,9.1665,0.1169,-0.01036,2.3339
71,0.10,0.010,3,8,145,-1,-1,0.0022,4.5765,0.2232,0.00000,0.0060
72,0.10,0.010,3,18,120,-1,-1,0.0225,4.7067,0.2172,-0.00235,0.0316
73,0.10,0.010,3,15,7,-1,-1,0.0143,4.7170,0.2149,-0.00265,0.0236
74,0.10,0.010,3,12,9,-1,-1,0.0220,4.7118,0.2130,-0.00297,0.0321
75,0.10,0.010,3,19,100,-1,-1,0.0026,4.5833,0.2211,0.00000,0.0086
76,0.10,0.010,3,13,107,-1,-1,0.2053,5.6604,0.1899,-0.00532,0.2649
77,0.10,0.010,3,9,141,-1,-1,0.0021,4.5801,0.2233,0.00000,0.0063
78,0.10,0.010,3,18,109,-1,-1,0.0026,4.5737,0.2217,0.00000,0.0077
79,0.10,0.010,3,11,132,-1,-1,0.0017,4.5661,0.2235,0.00000,0.0046
80,0.10,0.010,3,15,121,-1,-1,0.0020,4.5683,0.2223,0.00000,0.0072
81,0.10,0.010,3,10,136,-1,-1,0.0028,4.5914,0.2230,0.00000,0.0074
82,0.10,0.010,3,16,5,-1,-1,0.0106,4.6938,0.2148,-0.00227,0.0186
83,0.10,0.010,3,11,132,-1,-1,0.0034,4.5993,0.2224,0.00000,0.0109
84,0.10,0.010,3,11,130,-1,-1,0.0022,4.5803,0.2219,0.00000,0.0073
85,0.10,0.010,1,1,-1,198,179,0.9513,12.2191,0.0902,-0.01146,3.4973
86,0.10,0.010,3,13,12,-1,-1,0.3873,6.3619,0.1659,-0.00501,0.7522
87,0.10,0.010,3,14,118,-1,-1,0.0039,4.6045,0.2221,0.00000,0.0116
88,0.10,0.010,3,9,133,-1,-1,0.0018,4.5634,0.2230,0.00000,0.0045
89,0.10,0.010,3,15,118,-1,-1,0.0031,4.5701,0.2208,0.00000,0.0111
90,0.10,0.010,3,16,121,-1,-1,0.0030,4.5921,0.2220,0.00000,0.0105
